Unnamed: 0,image_name,speaker,japanese_text,romaji,translation,translation_notes,ocr_confidence,translation_confidence,sentence_count,joined_japanese_text,text_length
196,danshari_20250111_212924.png,danshari,"['『無跡ゼロパーフェクトタウン計画』は', '順調に進んでいる', 'これもひとえに', '諸君の協力あってのことだ']","['Museki Zero Perfect Town Keikaku wa', 'junchou ni susundeiru', 'kore mo hitoeni', 'shokun no kyouryoku atte no koto da']","[""The 'Traceless Zero Perfect Town Plan'"", 'is progressing smoothly', 'this is entirely due to', ""everyone's cooperation""]","This appears to be dialogue from what might be a game or visual novel discussing the progress of a plan called the 'Traceless Zero Perfect Town Plan'. The speaker is using somewhat formal language, addressing their audience with 諸君 (shokun) which is a formal way to address a group.",1,1,4,『無跡ゼロパーフェクトタウン計画』は順調に進んでいるこれもひとえに諸君の協力あってのことだ,45
204,danshari_20250111_214437.png,danshari,"['これぞアラカン炭の真の力を引き出す', 'ことができる新しいテクノロジーから生まれたトロッコ']","['kore zo arakan tan no shin no chikara wo hikidasu', 'koto ga dekiru atarashii tekunorojii kara umareta torokko']","['This truly draws out the real power of Arakan coal', 'A minecart born from new technology that makes this possible']",This appears to be text from a game or interface describing some kind of special minecart technology that utilizes 'Arakan coal' as a power source.,1,0.9,2,これぞアラカン炭の真の力を引き出すことができる新しいテクノロジーから生まれたトロッコ,42
188,danshari_20250111_212653.png,danshari,"['人々はここにいるだけで', '無駄な労働、移動、飲食、', 'そしていかなる欲望からも解放される！']","['hitobito wa koko ni iru dake de', 'muda na roudou, idou, inshoku,', 'soshite ikanaru yokubou kara mo kaihou sareru!']","['Just by being here, people', 'from wasteful labor, movement, eating and drinking,', 'and will be liberated from all desires!']","This appears to be dialogue from what might be a game or anime, suggesting a place or state where people can be free from mundane necessities and desires. The text has a promotional or declarative tone.",1,1,3,人々はここにいるだけで無駄な労働、移動、飲食、そしていかなる欲望からも解放される！,41
180,danshari_20250111_211311.png,danshari,['どうだユーリ、つまらん発明などしてないで そろそろ私の元に戻ってきたらどうだ？'],"['Dou da yuuri, tsumaran hatsumei nado shitenaide sorosoro watashi no moto ni modotte kitara dou da?']","[""How about it, Yuri? Instead of making boring inventions, why don't you come back to me soon?""]",The speaker is trying to persuade someone named Yuri to stop working on inventions and return to them. The tone is somewhat dismissive of Yuri's inventions ('つまらん/tsumaran' means boring/worthless),1,1,1,どうだユーリ、つまらん発明などしてないでそろそろ私の元に戻ってきたらどうだ？,38
200,danshari_20250111_212953.png,danshari,"['おっと、言い忘れていた', '私に勝てる者なき場合、', 'トロッコレース場は即刻閉鎖する']","['Otto, ii wasurete ita', 'Watashi ni kateru mono naki baai,', 'Torokko rēsu-jō wa sokkoku heisa suru']","['Oh, I almost forgot to mention', 'In case there is no one who can beat me,', 'The trolley race track will be closed immediately']",This appears to be game dialogue or a challenge statement regarding a trolley/cart racing track. The speaker is making a conditional statement about closing the track if they remain undefeated.,1,1,3,おっと、言い忘れていた私に勝てる者なき場合、トロッコレース場は即刻閉鎖する,37
209,danshari_20250111_215654.png,danshari,['このレースは『無駄ゼロパーフェクトタウン計画』のクライマックスとなるだろう'],"[""Kono rēsu wa 'muda zero pāfekuto taun keikaku' no kuraimakkusu to naru darō""]","[""This race will likely be the climax of the 'Zero Waste Perfect Town Plan'""]","The text appears to be dialogue from what seems to be a game or visual novel, discussing a race that will serve as a pivotal moment in some kind of urban planning initiative",1,1,1,このレースは『無駄ゼロパーフェクトタウン計画』のクライマックスとなるだろう,37
158,danshari_20250110_200740.png,danshari,"['あの頃の私はなにも変えられなかった', '小さな命ひとつ守れない', '弱い存在だった...']","['ano koro no watashi wa nani mo kaerarenakatta', 'chiisana inochi hitotsu mamorenai', 'yowai sonzai datta...']","[""Back then, I couldn't change anything"", ""I couldn't protect even a single small life"", 'I was a weak existence...']",This appears to be dialogue from a game or visual novel expressing regret and self-reflection about past weakness and inability to protect someone/something.,1,1,3,あの頃の私はなにも変えられなかった小さな命ひとつ守れない弱い存在だった…,36
179,danshari_20250111_211307.png,danshari,"['お前は優秀な研究者だった...', '過去にも未来にも', 'お前の右に出る者はおらん']","['omae wa yuushuu na kenkyuusha datta...', 'kako ni mo mirai ni mo', 'omae no migi ni deru mono wa oran']","['You were an excellent researcher...', 'In both past and future,', 'There is no one who can surpass you']",The speaker is using a somewhat authoritative/masculine speech pattern with 'おらん' (oran) which is a casual/dialectal negative form. The overall tone suggests they're reminiscing about someone's research capabilities with respect.,1,1,3,お前は優秀な研究者だった…過去にも未来にもお前の右に出る者はおらん,33
164,danshari_20250110_200809.png,danshari,"['白い犬、ここでは歓迎されるだろう', '時代遅れのこの町にはお似合いだ...']","['Shiroi inu, koko dewa kangei sareru darou', 'Jidaiokure no kono machi ni wa oniai da...']","['A white dog would probably be welcomed here', 'It would suit this old-fashioned town...']",The speaker seems to be making an observation about how a white dog would fit into what they perceive as an outdated or old-fashioned town. The ellipsis at the end suggests a somewhat contemplative or possibly dismissive tone.,1,1,2,白い犬、ここでは歓迎されるだろう時代遅れのこの町にはお似合いだ…,32
234,danshari_20250111_220844.png,danshari,"['煙のない美しい町...', '重労働からの解放...', '小さい頃からの夢だったんだ...']","['kemuri no nai utsukushii machi...', 'jūrōdō kara no kaihō...', 'chiisai koro kara no yume dattanda...']","['A beautiful town without smoke...', 'Liberation from hard labor...', 'It was my dream since I was small...']",These appear to be wistful or reflective statements about aspirations for a better life or environment. The ellipses (...) at the end of each line suggest a contemplative or dreamy tone.,1,1,3,煙のない美しい町…重労働からの解放…小さい頃からの夢だったんだ…,32
183,danshari_20250111_211335.png,danshari,"['『アレ』をうまく使えるのは私だけだ', '私には『アレ』を扱う資格がある']","['""Are"" wo umaku tsukaeru no wa watashi dake da', 'Watashi ni wa ""Are"" wo atsukau shikaku ga aru']","['I\'m the only one who can effectively use ""that""', 'I have the qualification to handle ""that""']",The word アレ (Are) is being used as a placeholder or euphemism for something specific that's being referenced in context. It's written in katakana to emphasize its special meaning. The speaker is making confident statements about their unique ability and qualification to handle whatever 'that' refers to.,1,1,2,『アレ』をうまく使えるのは私だけだ私には『アレ』を扱う資格がある,32
171,danshari_20250110_212859.png,danshari,"['そのアラカン炭が今や枯渇しはじめ、', '町は存亡の危機に瀕している！']","['Sono arakan tan ga ima ya kokatsu shi hajime,', 'Machi wa sonbou no kiki ni hinshite iru!']","['That high-grade coal is now starting to run dry,', 'The town is facing a crisis of survival!']",The term 'アラカン炭' (arakan tan) appears to refer to a specific type of high-grade coal. The context suggests this is from a game or story where a town's survival depends on this coal resource.,1,0.9,2,そのアラカン炭が今や枯渇しはじめ、町は存亡の危機に瀕している！,31
178,danshari_20250111_211258.png,danshari,"['元気そうだなユーリ', '私の元を去ってから', 'もうどれくらいになるかな？']","['genki sou da na yuuri', 'watashi no moto wo satte kara', 'mou dore kurai ni naru ka na?']","['You seem to be doing well, Yuri', 'Since you left my side', 'How long has it been now?']",This appears to be dialogue from a game or visual novel where a character is reflecting on time passed since Yuri left. The tone is contemplative and slightly wistful.,1,1,3,元気そうだなユーリ私の元を去ってからもうどれくらいになるかな？,31
251,danshari_20250111_223044.png,danshari,"['ゴホン...', 'わかった少年、では...', '私と面白いことをしようじゃないか']","['Gohon...', 'Wakatta shounen, dewa...', 'Watashi to omoshiroi koto wo shiyou ja nai ka']","['*Ahem*...', 'I see, boy, well then...', ""Why don't we do something interesting together?""]",The speaker appears to be addressing a young boy in a somewhat suspicious or scheming manner. The 'ゴホン' is onomatopoeia for clearing one's throat.,1,1,3,ゴホン…わかった少年、では…私と面白いことをしようじゃないか,30
239,danshari_20250111_221048.png,danshari,['少年が『無駄じゃない』と言っていたのは、こういうことか...?'],"[""Shounen ga 'muda janai' to itteita no wa, kouiu koto ka...?""]","[""Is this what the boy meant when he said 'it's not useless'...?""]",This appears to be dialogue from what seems to be a game or visual novel. The speaker is reflecting on a previous conversation where someone made a statement about something not being useless/meaningless.,1,1,1,少年が『無駄じゃない』と言っていたのは、こういうことか…？,29
159,danshari_20250110_200742.png,danshari,['圧倒的な力と、強い決断さえあれば... 変えることができたはず...'],"['Attōteki na chikara to, tsuyoi ketsudan sae areba... kaeru koto ga dekita hazu...']",['With overwhelming power and strong determination... things could have been changed...'],"This appears to be a reflective or regretful statement, suggesting that with sufficient power and resolve, a different outcome might have been possible.",1,0.9,1,圧倒的な力と、強い決断さえあれば…変えることができたはず…,29
193,danshari_20250111_212727.png,danshari,"['ほほう、いいことを聞いた', 'まだそんなに無駄が残っていたとは']","['hohou, ii koto wo kiita', 'mada sonna ni muda ga nokotte ita to wa']","[""Hmm, that's interesting to hear"", 'To think there was still so much waste remaining']","The speaker appears to be making an observation about discovering remaining inefficiencies or waste, with a somewhat contemplative or calculating tone. The 'ほほう' (hohou) expresses interest or intrigue in Japanese.",1,1,2,ほほう、いいことを聞いたまだそんなに無駄が残っていたとは,28
197,danshari_20250111_212926.png,danshari,['そこで、諸君に感謝を表して特別にトロッコレースを開催する'],"['Sokode, shokun ni kansha wo arawashite tokubetsu ni torokko rēsu wo kaisai suru']","['Therefore, to express gratitude to you all, we will hold a special mine cart race']","The text appears to be from a game or visual novel dialogue box, using polite/formal Japanese speech patterns. 'トロッコ' (torokko) refers to a mine cart or trolley.",1,1,1,そこで、諸君に感謝を表して特別にトロッコレースを開催する,28
175,danshari_20250110_212920.png,danshari,['今日から町にはびこる無駄という無駄を徹底的に排除していく'],['Kyou kara machi ni habikoru muda to iu muda wo tetteiteki ni haijo shiteiku'],"['From today, I will thoroughly eliminate all forms of waste that are spreading through the town']",This seems to be from a game or visual novel interface. The phrase 'muda to iu muda' (無駄という無駄) is a rhetorical device emphasizing 'complete waste' or 'absolute waste' by repeating the word.,1,1,1,今日から町にはびこる無駄という無駄を徹底的に排除していく,28
233,danshari_20250111_220836.png,danshari,"['私の合理的で美しいプラントが...', '私の夢が...', '私の理想の町が...']","['Watashi no gōri-teki de utsukushii puranto ga...', 'Watashi no yume ga...', 'Watashi no risō no machi ga...']","['My rational and beautiful plant...', 'My dream...', 'My ideal town...']","These appear to be incomplete sentences ending in ellipses (...), suggesting either trailing off in speech or something happening to interrupt the speaker. The context suggests someone lamenting about their plans or ideals.",1,1,3,私の合理的で美しいプラントが…私の夢が…私の理想の町が…,28
181,danshari_20250111_211318.png,danshari,"['フン！', 'ならば、どうしてお前は今ここにいる？', '用件はなんだ？']","['Fun!', 'naraba, doushite omae wa ima koko ni iru?', 'youken wa nan da?']","['Hmph!', 'Well then, why are you here now?', ""What's your business?""]","The speaker is using a somewhat rude/aggressive tone, indicated by 'お前' (omae) and the ending 'なんだ' (nan da). The 'フン' (Fun) is a scoffing sound showing dismissiveness.",1,1,3,フン！ならば、どうしてお前は今ここにいる？用件はなんだ？,28
252,danshari_20250111_223046.png,danshari,"['トロッコレースでは活躍のようだな？', '私の耳にも届いているぞ']","['Torokko rēsu dewa katsuyaku no yō da na?', 'Watashi no mimi ni mo todoite iru zo']","[""Seems like you're doing well in the mine cart races, huh?"", 'Word of it has reached my ears as well']","This appears to be dialogue from a game, discussing someone's performance in mine cart racing. The tone is somewhat casual but authoritative, as indicated by the masculine sentence endings な (na) and ぞ (zo).",1,1,2,トロッコレースでは活躍のようだな？私の耳にも届いているぞ,28
205,danshari_20250111_214440.png,danshari,"['この美しく強大なパワーに立ち向かう', '勇敢な挑戦者を待つ']","['Kono utsukushiku kyōdaina pawā ni tachimukaū', 'Yūkan na chōsensha wo matsu']","['Stand against this beautiful and mighty power', 'Waiting for brave challengers']","This appears to be text from a video game or anime scene, likely describing a boss battle or challenge. The tone is dramatic and formal, typical of Japanese game dialogue.",1,1,2,この美しく強大なパワーに立ち向かう勇敢な挑戦者を待つ,26
253,danshari_20250111_223053.png,danshari,"['どうだ?', '私と1対1で', 'トロッコレースの勝負をしないか?']","['dou da?', 'watashi to ichi tai ichi de', 'torokko reisu no shoubu wo shinai ka?']","['How about it?', 'One-on-one with me,', 'Want to have a minecart race match?']",This appears to be dialogue from a game where a character is challenging the player to a minecart racing competition. トロッコ (torokko) is the Japanese word for minecart/trolley derived from the English word 'truck'.,1,1,3,どうだ？私と1対1でトロッコレースの勝負をしないか？,26
192,danshari_20250111_212715.png,danshari,"['少年、', 'こんな時代遅れで無駄ばかりの町の何が面白い？']","['shounen,', 'konna jidai okure de muda bakari no machi no nani ga omoshiroi?']","['Boy,', ""What's interesting about this outdated and wasteful town?""]",This appears to be dialogue from what might be a game or visual novel. The speaker has a somewhat condescending or dismissive tone about a town they're discussing.,1,1,2,少年、こんな時代遅れで無駄ばかりの町の何が面白い？,25
210,danshari_20250111_215658.png,danshari,"['コースもパーフェクトなものを用意した', 'ご覧いただこう']","['kōsu mo pāfekuto na mono wo yōi shita', 'goran itadakou']","['I have prepared a perfect course', 'Let me show you']","This appears to be dialog from a game or visual novel, where someone is presenting or introducing something to the player/audience. The tone is polite and formal.",1,1,2,コースもパーフェクトなものを用意したご覧いただこう,25
232,danshari_20250111_220750.png,danshari,"['はっ！', 'このままでは地下のプラントが水没してしまう！']","['Ha!', 'Kono mama dewa chika no puranto ga suibotsu shite shimau!']","['Ha!', 'At this rate, the underground plant will be flooded!']",The speaker appears to be making an exclamation of realization followed by expressing concern about flooding in an underground facility. 'プラント' (puranto) is a Japanese loan word from English 'plant' referring to an industrial/manufacturing facility.,1,1,2,はっ！このままでは地下のプラントが水没してしまう！,25
152,danshari_20250110_200657.png,danshari,"['違う...', 'そんなはずはないか...', 'フフフ、私としたことが...']","['chigau...', 'sonna hazu wa nai ka...', 'fufufu, watashi to shita koto ga...']","[""That's wrong..."", ""That can't be right..."", 'Hehehe, to think that I would...']","The speaker seems to be expressing doubt or disbelief, followed by a slightly sinister or self-deprecating chuckle. The '...' (ellipsis) used throughout gives a dramatic or thoughtful tone to the statements.",1,1,3,違う…そんなはずはないか…フフフ、私としたことが…,25
254,danshari_20250111_223056.png,danshari,"['天才少年レーサーとやらに', 'ぜひお手合わせを願いたい']","['tensai shounen rēsā to yara ni', 'zehi oteawase wo negaitai']","['With this so-called genius young racer,', 'I would very much like to have a match']",This appears to be dialogue from what might be a racing game or anime. The speaker is expressing their desire to compete against/challenge someone who has a reputation as a prodigy racer. The tone is formal and respectful but also carries competitive intent.,1,1,2,天才少年レーサーとやらにぜひお手合わせを願いたい,24
173,danshari_20250110_212909.png,danshari,['私は、この町を救うための美しい計画を準備している'],"['Watashi wa, kono machi wo sukuu tame no utsukushii keikaku wo junbi shiteiru']",['I am preparing a beautiful plan to save this town'],This appears to be dialogue from what seems to be a visual novel or game. The speaker is making a somewhat dramatic statement about having a plan to save their town.,1,1,1,私は、この町を救うための美しい計画を準備している,24
247,danshari_20250111_223018.png,danshari,"['フッ！またその話か...', '何度も言うが', '私は手品師では...']","['Fu! Mata sono hanashi ka...', 'Nando mo iu ga', 'Watashi wa tejinashi dewa...']","['Hmph! That topic again...', ""I'll say it again but"", 'I am not a magician...']",This appears to be dialog from someone who is repeatedly denying or getting frustrated about being called a magician. The ellipses (...) suggest exasperation or unfinished thoughts.,1,1,3,フッ！またその話か…何度も言うが私は手品師では…,24
198,danshari_20250111_212936.png,danshari,['私も諸君の愛するレースをぜひ味わってみたいと思う'],['Watashi mo shokun no aisuru rēsu wo zehi ajiwatte mitai to omou'],['I too would like to experience the race that you all love'],"The speaker is expressing a desire to experience or 'taste' (味わう) the race that others are fond of. The tone is polite and somewhat formal, using 諸君 (shokun) which is a formal way to address others.",1,1,1,私も諸君の愛するレースをぜひ味わってみたいと思う,24
184,danshari_20250111_211347.png,danshari,"['時間の無駄だ...', '客人がお帰りだぞ！', '丁重にお送りしろ']","['jikan no muda da...', 'kyakujin ga okaeri dazo!', 'teichou ni okuri shiro']","['What a waste of time...', 'The guest is leaving!', 'Send them off respectfully']","This appears to be dialogue from a game or visual novel, likely instructions about dealing with a guest/visitor leaving. The speaker uses somewhat commanding language, suggesting they are in a position of authority.",1,1,3,時間の無駄だ…客人がお帰りだぞ！丁重にお送りしろ,24
194,danshari_20250111_212739.png,danshari,"['なるほど、大変参考になった', 'さあ、客人がお帰りだ']","['naruhodo, taihen sankō ni natta', 'saa, kyakujin ga okaeri da']","['I see, that was very informative', 'Well then, the guest is leaving']","This appears to be dialogue from a game or visual novel, with a character commenting on information they received and noting that a guest is departing. The speech style is somewhat formal/polite.",1,1,2,なるほど、大変参考になったさあ、客人がお帰りだ,23
206,danshari_20250111_214442.png,danshari,"['ぜひとも息の合ったら人を集めて', '挑戦してほしい']","['zehitomo iki no attara hito wo atsumete', 'chousen shite hoshii']","[""I'd like you to gather people who are in sync"", 'I want you to take on the challenge']",This appears to be game text or dialogue encouraging the player/reader to gather a team of compatible people to tackle some challenge or mission,1,0.9,2,ぜひとも息の合ったら人を集めて挑戦してほしい,22
249,danshari_20250111_223032.png,danshari,"['んぐぐぐ...だから...', '犬も出さんわーーーッ！！']","['n gu gu gu... dakara...', 'inu mo desan wa---!!']","[""Ngh... that's why..."", ""I won't let the dog out either!!""]","This appears to be dialogue from a game or visual novel. The speaker seems to be refusing to let a dog out, with 'んぐぐぐ' being a sound effect expressing frustration or strain. The 'わーーーッ' at the end adds emphasis to the refusal.",1,0.9,2,んぐぐぐ…だから…犬も出さんわーーーッ！！,21
208,danshari_20250111_215647.png,danshari,['ただいまより、ダンシャーリカップを開催する'],"['Tadaima yori, danshāri kappu wo kaisai suru']","['From now, we will begin the Danshāri Cup']",ダンシャーリ (Danshāri) appears to be a proper noun/name for some kind of competition or cup event. The sentence is a formal announcement of its commencement.,1,1,1,ただいまより、ダンシャーリカップを開催する,21
150,danshari_20250109_213427.png,danshari,"['時代遅れのこの町に', '美しい風を吹かせてみせる']","['jidai okure no kono machi ni', 'utsukushii kaze wo fukasete miseru']","['In this outdated town', ""I'll make a beautiful wind blow""]",This appears to be lyrics or dialogue that expresses a desire to bring change or rejuvenation to an old-fashioned town through metaphorical 'beautiful wind',1,1,2,時代遅れのこの町に美しい風を吹かせてみせる,21
170,danshari_20250110_212858.png,danshari,['この町はアラカン族によって支えられてきた'],['Kono machi wa arakan zoku ni yotte sasaerarete kita'],['This town has been supported by the Arakan tribe'],アラカン (Arakan) appears to be referring to a specific tribe or group of people that has historically supported the town being discussed,1,0.9,1,この町はアラカン族によって支えられてきた,20
220,danshari_20250111_220234.png,danshari,"['私が負けるなど...', 'ありえるわけがないのだ！']","['Watashi ga makeru nado...', 'Arieru wake ga nai no da!']","['The likes of me losing...', ""That's absolutely impossible!""]","This appears to be a confident or defiant statement, likely from a character refusing to accept defeat. The ellipsis in the first line suggests dramatic tension, while the second line shows strong determination with the emphatic 'no da' ending.",1,1,2,私が負けるなど…ありえるわけがないのだ！,20
231,danshari_20250111_220745.png,danshari,"['なんてことだ!', '私の美しいモニュメントが...']","['Nante koto da!', 'Watashi no utsukushii monyumento ga...']","['What a disaster!', 'My beautiful monument is...']",The speaker appears distressed about something happening to their monument. The ellipsis (...) suggests an unfinished thought or dismay.,1,1,2,なんてことだ！私の美しいモニュメントが…,20
165,danshari_20250110_200816.png,danshari,"['手品はできんが、', '町を変えることはできる...']","['tejina wa dekin ga,', 'machi wo kaeru koto wa dekiru...']","['I may not be able to do magic tricks,', 'but I can change the town...']",The character appears to be making a humble admission about their limitations (magic tricks) while asserting their ability to make meaningful change in their town. The use of できん (dekin) is a negative casual/dialect form of できない (dekinai).,1,1,2,手品はできんが、町を変えることはできる…,20
207,danshari_20250111_215643.png,danshari,"['炭の町の諸君、', 'お集まりいただき感謝する']","['sumi no machi no shokun,', 'oatsumari itadaki kansha suru']","['Fellow citizens of the Coal Town,', 'Thank you for gathering here']","This appears to be a formal address to residents of a town known for coal. The speaker is using polite, formal Japanese suitable for addressing a group.",1,1,2,炭の町の諸君、お集まりいただき感謝する,19
203,danshari_20250111_214431.png,danshari,['諸君、私の美しきトロッコを紹介しよう！'],"['Shokun, watashi no utsukushiki torokko wo shoukai shiyou!']","['Everyone, let me introduce my beautiful mine cart!']","The speaker is using a somewhat grandiose or theatrical way of speaking, with formal terms like 諸君 (shokun) for addressing the audience and 美しき (utsukushiki), which is a more literary/archaic form of 美しい (utsukushii)",1,1,1,諸君、私の美しきトロッコを紹介しよう！,19
230,danshari_20250111_220740.png,danshari,['私どしたことが少し意地になりすぎたな...'],['watashi doshita koto ga sukoshi iji ni narisugi ta na...'],['I guess what I did became a bit too stubborn/prideful...'],"The speaker is reflecting on their actions with a hint of regret, using a casual/contemplative tone marked by な (na) at the end. 意地 (iji) can mean stubbornness, pride, or willfulness.",1,1,1,私どしたことが少し意地になりすぎたな…,19
187,danshari_20250111_212650.png,danshari,"['何を言っている', '私とお前の研究の成果だよ']","['nani wo itteiru', 'watashi to omae no kenkyuu no seika da yo']","['What are you saying?', ""It's the result of our research""]","This appears to be dialog from what seems to be a game or visual novel. The second line uses a casual form with だよ (da yo) at the end, indicating informal speech.",1,1,2,何を言っている私とお前の研究の成果だよ,19
225,danshari_20250111_220406.png,danshari,"['まだだ...', '私は負けるわけにはいかんのだ！']","['mada da...', 'watashi wa makeru wake ni wa ikan no da!']","['Not yet...', 'I cannot afford to lose!']",The speaker is expressing determination and refusing to accept defeat. The use of いかん (ikan) instead of いけない (ikenai) gives the speech a somewhat formal or older style.,1,1,2,まだだ…私は負けるわけにはいかんのだ！,19
168,danshari_20250110_212842.png,danshari,"['今日は新しい計画について', '諸君に説明する']","['Kyō wa atarashii keikaku ni tsuite', 'shokun ni setsumei suru']","['Today, regarding the new plan', 'I will explain to everyone']","This appears to be dialogue from a game or visual novel where someone is about to explain a new plan or strategy to a group. The speech style is somewhat formal, using terms like 諸君 (shokun) which is a formal way to address a group.",1,1,2,今日は新しい計画について諸君に説明する,19
242,danshari_20250111_221240.png,danshari,['僕のことを憶えているのかい、スミ...?'],"['Boku no koto wo oboete iru no kai, Sumi...?']","['Do you remember me, Sumi...?']","This appears to be a question directed at someone named Sumi, asking if they remember the speaker. The trailing dots (...) suggest hesitation or uncertainty in the speaker's tone.",1,1,1,僕のことを憶えているのかい、スミ…？,18
191,danshari_20250111_212712.png,danshari,"['ほう...', '『つまらない』とは斬新な概念だ']","['Hou...', 'Tsumaranai to wa zanshin na gainen da']","['Hmm...', ""'Boring' is quite an innovative concept""]","The speaker is making an ironic or sarcastic observation about something being called 'boring', suggesting that labeling something as boring is itself an innovative or novel way of thinking. The '...' in the first part indicates a contemplative or thoughtful pause.",1,1,2,ほう…『つまらない』とは斬新な概念だ,18
189,danshari_20250111_212657.png,danshari,['これで炭の町も美しく生まれ変わろう…'],['Kore de sumi no machi mo utsukushiku umare kawarou...'],"['With this, the coal town will be beautifully reborn...']",The sentence uses the volitional form (～わろう) to express hope or intention about the town's transformation. 炭の町 (sumi no machi) refers to a coal mining town.,1,1,1,これで炭の町も美しく生まれ変わろう…,18
182,danshari_20250111_211330.png,danshari,"['ハハハ！', '当然わかっているよ、ユーリ！']","['Hahaha!', 'Touzen wakatte iru yo, Yuri!']","['Hahaha!', 'Of course I know that, Yuri!']","The speaker is laughing confidently and addressing someone named Yuri, indicating they are well aware of something that was previously discussed.",1,1,2,ハハハ！当然わかっているよ、ユーリ！,18
185,danshari_20250111_212630.png,danshari,['どうやらネズミが紛れ込んだようだな'],['douyara nezumi ga magirekonda you da na'],['It seems a rat has managed to sneak in'],"The phrase uses だな (da na) which adds a masculine/assertive tone to the statement. The speaker appears to be making an observation about discovering an intruder, specifically a rat/mouse.",1,1,1,どうやらネズミが紛れ込んだようだな,17
154,danshari_20250110_200721.png,danshari,"['しょ、少年...', '私は手品師ではないぞ...']","['sho, shounen...', 'watashi wa tejinashi dewa nai zo...']","['L-listen, boy...', ""I'm not a magician...""]","The speaker appears to be correcting someone's assumption about their profession. The ellipses and stuttering on 'sho' suggest hesitation or exasperation. The 'zo' at the end adds a masculine, assertive tone to the denial.",1,1,2,しょ、少年…私は手品師ではないぞ…,17
241,danshari_20250111_221217.png,danshari,"['どいてくれ！！', 'まさか...あの子なのか']","['doite kure!!', 'masaka... ano ko na no ka']","['Get out of my way!!', 'Could it be... that child?']",This appears to be dialogue from a game or visual novel. The speaker seems to be surprised or shocked about recognizing someone.,1,1,2,どいてくれ！！まさか…あの子なのか,17
156,danshari_20250110_200737.png,danshari,['ここに来ると若い頃を思い出すのだ'],['koko ni kuru to wakai koro wo omoidasu no da'],['Coming here reminds me of when I was young'],"The speaker is expressing nostalgia, using a somewhat formal/elderly speaking style with the ending 'のだ' (no da)",1,1,1,ここに来ると若い頃を思い出すのだ,16
214,danshari_20250111_220043.png,danshari,['な、なかなかやるではないか...!'],"['na, nakanaka yaru dewanai ka...!']","['H-hey, not bad at all...!']",The stuttered 'な' (na) at the beginning and the ellipsis at the end suggest the speaker is somewhat surprised or impressed. The phrase is commonly used to reluctantly acknowledge someone's skill or ability.,1,1,1,な、なかなかやるではないか…！,15
148,danshari_20250109_213417.png,danshari,"['わかった', '次の計画を実行してくれ']","['wakatta', 'tsugi no keikaku wo jikkou shite kure']","['I understand', 'Please execute the next plan']",This appears to be dialogue from a game or visual novel. The speaker is acknowledging understanding and requesting execution of a next plan or strategy. The tone is somewhat formal/commanding due to the use of くれ (kure),1,1,2,わかった次の計画を実行してくれ,15
186,danshari_20250111_212643.png,danshari,"['ほう?', 'ネズミの正体はわが妹か...']","['Hou?', 'Nezumi no shoutai wa waga imouto ka...']","['Oh?', 'So the true identity of the mouse is my little sister...']",The speaker appears to be making a revelation about discovering that a mouse/rat (ネズミ) is actually their younger sister. The trailing dots (...) indicate a thoughtful or dramatic pause.,1,1,2,ほう？ネズミの正体はわが妹か…,15
149,danshari_20250109_213424.png,danshari,['あとは、アレさえ手に入れば...'],"['Ato wa, are sae te ni ireba...']",['If I could just get my hands on that...'],The sentence ends with an ellipsis suggesting anticipation or plotting. 'アレ' (are) is used as a placeholder for something specific the speaker is referring to but not naming directly.,1,1,1,あとは、アレさえ手に入れば…,14
229,danshari_20250111_220632.png,danshari,['そんな、バカなーーーーーっ！'],"['Sonna, baka naaaaa!']","[""That's impossible!/No way!/That's absurd!""]","This is a common Japanese expression of disbelief or shock, often used in anime/manga for dramatic effect. The extended 'な' (na) with multiple dashes emphasizes the speaker's incredulity. 'バカ' (baka) literally means 'stupid/foolish' but in this context it's used as part of the expression rather than calling something stupid.",1,1,1,そんな、バカなーーーーーっ！,14
167,danshari_20250110_212839.png,danshari,['ごきげんよう、菜の町の諸君'],"['Gokigen you, sumi no machi no shokun']","['Good day to you, ladies and gentlemen of Sumi Town']",This appears to be a greeting message in what seems to be a game or visual novel interface. 'ごきげんよう' is a formal/polite greeting similar to 'good day'. '菜の町' (Sumi no machi) appears to be the name of a town.,1,0.9,1,ごきげんよう、菜の町の諸君,13
162,danshari_20250110_200803.png,danshari,"['...ゴホン', 'わかった', 'すぐに行く']","['...gohon', 'wakatta', 'sugu ni iku']","['*cough*', 'I understand', ""I'll go right away""]",This appears to be dialogue from a game/visual novel. The 'ゴホン' is onomatopoeia for the sound of coughing/clearing one's throat. The sentences show agreement and immediate action in response to something.,1,1,3,…ゴホンわかったすぐに行く,13
202,danshari_20250111_213008.png,danshari,['フッ...負けるはずがあるまい'],['Fu... makeru hazu ga arumai'],"[""Hmph... there's no way I could lose""]",The speaker is expressing confidence or arrogance with a dismissive tone. The phrase 'はずがあるまい' (hazu ga arumai) is a formal/archaic negative expression indicating impossibility.,1,1,1,フッ…負けるはずがあるまい,13
245,danshari_20250111_223010.png,danshari,"['ん!', '少年...', '今日はひとりか?']","['n!', 'shounen...', 'kyou wa hitori ka?']","['Hm!', 'Boy...', 'Are you alone today?']","This appears to be dialogue from a game or visual novel. The speaker is asking someone if they are alone, with a somewhat questioning or concerned tone indicated by the ellipses.",1,1,3,ん！少年…今日はひとりか？,13
